name,sku,barcode,package,brand,roi,roi_days,short_description,long_description,in_stock,cost,price,featured_image,images,location,active
"CLOSE UP ICY WHITE WINTER BLAST TOO",735249865,21776,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.72,0.9,grocerapp-close-up-icy-white-winter-610ba9797a042.jpeg,"grocerapp-close-up-icy-white-winter-610ba9797a042.jpeg,grocerapp-close-up-icy-white-winter-610ba9797a042.jpeg",assets/images/product_images/,1
"Garnier Men Turbo Light Oil Control Face Wash",117044623,1316,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.3499999999999999,1.53,grocerapp-garnier-men-turbo-light-oil-5f4ce34c09439.jpeg,"grocerapp-garnier-men-turbo-light-oil-5f4ce34c09439.jpeg,grocerapp-garnier-men-turbo-light-oil-5f4ce34c09439.jpeg",assets/images/product_images/,1
"Colgate Sensitive Pro-Relief Original Toothpaste 100g",933034181,12146,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.828,1.008,grocerapp-colgate-sensitive-pro-relief-instant-618cfce437743.jpeg,"grocerapp-colgate-sensitive-pro-relief-instant-618cfce437743.jpeg,grocerapp-colgate-sensitive-pro-relief-instant-618cfce437743.jpeg",assets/images/product_images/,1
"Nivea Powder Touch Roll On",343850006,20147,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.332,1.512,grocerapp-nivea-powder-touch-roll-on-5f351754c9e2c.jpeg,"grocerapp-nivea-powder-touch-roll-on-5f351754c9e2c.jpeg,grocerapp-nivea-powder-touch-roll-on-5f351754c9e2c.jpeg",assets/images/product_images/,1
"Nivea Anti-Perspirant Natural Fairness",120932091,15431,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.332,1.512,grocerapp-nivea-anti-perspirant-natural-fairness-60277f71b2ffe.jpeg,"grocerapp-nivea-anti-perspirant-natural-fairness-60277f71b2ffe.jpeg,grocerapp-nivea-anti-perspirant-natural-fairness-60277f71b2ffe.jpeg",assets/images/product_images/,1
"Dove Body Spray Go Fresh Cucumber",756003924,6089,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.044,1.224,grocerapp-dove-body-spray-go-fresh-6017d303de864.jpeg,"grocerapp-dove-body-spray-go-fresh-6017d303de864.jpeg,grocerapp-dove-body-spray-go-fresh-6017d303de864.jpeg",assets/images/product_images/,1
"Secret Of Lady Love Body Spray",16011186,16959,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.9179999999999999,1.0979999999999999,grocerapp-secret-of-lady-love-body-5e6d25e603129.jpeg,"grocerapp-secret-of-lady-love-body-5e6d25e603129.jpeg,grocerapp-secret-of-lady-love-body-5e6d25e603129.jpeg",assets/images/product_images/,1
"Bold EDT Perfume Azure",914274683,21090,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.962,2.142,grocerapp-bold-edt-perfume-azure-60caed2e26fdc.jpeg,"grocerapp-bold-edt-perfume-azure-60caed2e26fdc.jpeg,grocerapp-bold-edt-perfume-azure-60caed2e26fdc.jpeg",assets/images/product_images/,1
"Always Cottony Soft Long Maxi Thick",190458096,22601,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.1764,0.3564,grocerapp-always-cottony-soft-long-maxi-61965a1e4531e.jpeg,"grocerapp-always-cottony-soft-long-maxi-61965a1e4531e.jpeg,grocerapp-always-cottony-soft-long-maxi-61965a1e4531e.jpeg",assets/images/product_images/,1
"Aquafresh Triple Protection Tooth Paste 125ml",993516962,17725,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.8964,1.0764,grocerapp-aquafresh-triple-protection-tooth-paste-5e6d1b50ea3ee.jpeg,"grocerapp-aquafresh-triple-protection-tooth-paste-5e6d1b50ea3ee.jpeg,grocerapp-aquafresh-triple-protection-tooth-paste-5e6d1b50ea3ee.jpeg",assets/images/product_images/,1
"Fa HAWAII Body Spray",511748728,21130,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.4364,1.6164,grocerapp-fa-hawaii-love-anti-perspirant-spray-5edf29069a7c5.jpeg,"grocerapp-fa-hawaii-love-anti-perspirant-spray-5edf29069a7c5.jpeg,grocerapp-fa-hawaii-love-anti-perspirant-spray-5edf29069a7c5.jpeg",assets/images/product_images/,1
"Sunsilk Hair Fall Solution Shampoo",95951848,26039,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.8764,3.0564,grocerapp-sunsilk-hair-fall-solution-shampoo--5e6c6aca93957.png,"grocerapp-sunsilk-hair-fall-solution-shampoo--5e6c6aca93957.png,grocerapp-sunsilk-hair-fall-solution-shampoo--5e6c6aca93957.png",assets/images/product_images/,1
"Nivea Fresh Natural Roll On",845649034,22111,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.332,1.512,grocerapp-nivea-fresh-natural-roll-on-5f3516a66fc1f.jpeg,"grocerapp-nivea-fresh-natural-roll-on-5f3516a66fc1f.jpeg,grocerapp-nivea-fresh-natural-roll-on-5f3516a66fc1f.jpeg",assets/images/product_images/,1
"Sincere Maxi Thick Long",818008,22727,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.46799999999999997,0.648,grocerapp-sincere-maxi-thick-long-5ef725716f916.jpeg,"grocerapp-sincere-maxi-thick-long-5ef725716f916.jpeg,grocerapp-sincere-maxi-thick-long-5ef725716f916.jpeg",assets/images/product_images/,1
"Garnier SN Pure Active Neem Facewash",509736719,20663,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.5004,0.6804,grocerapp-garnier-pure-active-purifying-face-5e6bf99231e54.png,"grocerapp-garnier-pure-active-purifying-face-5e6bf99231e54.png,grocerapp-garnier-pure-active-purifying-face-5e6bf99231e54.png",assets/images/product_images/,1
"MAQ Bottle Nipple Brush",499247122,3258,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.2132,1.3932,grocerapp-maq-bottle-nipple-brush-5f085022a2c2a.jpeg,"grocerapp-maq-bottle-nipple-brush-5f085022a2c2a.jpeg,grocerapp-maq-bottle-nipple-brush-5f085022a2c2a.jpeg",assets/images/product_images/,1
"Tresemme Color Revitalise Shampoo",583909315,14280,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.916,3.096,grocerapp-tresemme-color-revitalise-shampoo-5ece01b1b69b3.png,"grocerapp-tresemme-color-revitalise-shampoo-5ece01b1b69b3.png,grocerapp-tresemme-color-revitalise-shampoo-5ece01b1b69b3.png",assets/images/product_images/,1
"Dove Go Fresh Body Wash",231065522,2814,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.008,1.188,grocerapp-dove-go-fresh-body-wash-6098cbdb6a174.jpeg,"grocerapp-dove-go-fresh-body-wash-6098cbdb6a174.jpeg,grocerapp-dove-go-fresh-body-wash-6098cbdb6a174.jpeg",assets/images/product_images/,1
"CLOSE UP MENTHOL FRESH DEEP ACTION",396104431,15512,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.45,0.63,grocerapp-closeup-deep-action-menthol-fresh-5e6d21c54704e.jpeg,"grocerapp-closeup-deep-action-menthol-fresh-5e6d21c54704e.jpeg,grocerapp-closeup-deep-action-menthol-fresh-5e6d21c54704e.jpeg",assets/images/product_images/,1
"CLOSE UP OXYRUSH ATTRACTION GEL TOOTH PASTE",249055558,1780,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.6839999999999999,0.864,grocerapp-closeup-diamond-attraction-60a4d3735ac2a.jpeg,"grocerapp-closeup-diamond-attraction-60a4d3735ac2a.jpeg,grocerapp-closeup-diamond-attraction-60a4d3735ac2a.jpeg",assets/images/product_images/,1
"Dove Purely Pampering Shea Butter Body Wash",576227448,25334,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.674,1.8539999999999999,grocerapp-dove-purely-pampering-shea-butter-5e6c526e176e6.png,"grocerapp-dove-purely-pampering-shea-butter-5e6c526e176e6.png,grocerapp-dove-purely-pampering-shea-butter-5e6c526e176e6.png",assets/images/product_images/,1
"Lifebuoy Hand wash Total 10",125396314,17555,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.8964,1.0764,grocerapp-lifebouy-handwash-total-10-5fc49e9909861.jpeg,"grocerapp-lifebouy-handwash-total-10-5fc49e9909861.jpeg,grocerapp-lifebouy-handwash-total-10-5fc49e9909861.jpeg",assets/images/product_images/,1
"Nike Woman Pink Deodorant Body Spray",69870865,10185,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.6019999999999999,1.782,grocerapp-nike-woman-pink-deodorant-body-5e6c6d04e2981.jpeg,"grocerapp-nike-woman-pink-deodorant-body-5e6c6d04e2981.jpeg,grocerapp-nike-woman-pink-deodorant-body-5e6c6d04e2981.jpeg",assets/images/product_images/,1
"CLOSE UP MENTHOL FRESH GEL TOOTH PASTE",583443793,23257,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.306,0.486,grocerapp-close-up-menthol-fresh-gel-611273546ea96.jpeg,"grocerapp-close-up-menthol-fresh-gel-611273546ea96.jpeg,grocerapp-close-up-menthol-fresh-gel-611273546ea96.jpeg",assets/images/product_images/,1
"Loreal Casting Creme Gloss Hair Color Dark Brown 300",738000018,4521,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,5.5764,5.7564,grocerapp-loreal-casting-creme-gloss-hair-5f34dd0073b93.jpeg,"grocerapp-loreal-casting-creme-gloss-hair-5f34dd0073b93.jpeg,grocerapp-loreal-casting-creme-gloss-hair-5f34dd0073b93.jpeg",assets/images/product_images/,1
"Colgate Plax Tea Fresh Anti Germ Mouth Wash With Natural Tea Extracts",14423275,6422,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.774,0.954,grocerapp-colgate-plax-tea-fresh-anti-618d09e3c5d75.jpeg,"grocerapp-colgate-plax-tea-fresh-anti-618d09e3c5d75.jpeg,grocerapp-colgate-plax-tea-fresh-anti-618d09e3c5d75.jpeg",assets/images/product_images/,1
"Fa FIJI Dream Anti-Perspirant",885218415,5185,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.486,0.666,grocerapp-fa-fiji-dream-anti-perspirant-5edf57ddc82ea.jpeg,"grocerapp-fa-fiji-dream-anti-perspirant-5edf57ddc82ea.jpeg,grocerapp-fa-fiji-dream-anti-perspirant-5edf57ddc82ea.jpeg",assets/images/product_images/,1
"Gillette Menthol Shaving Foam",842010481,11348,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.332,1.512,grocerapp-gillette-menthol-shaving-foam-5e6bd68e2a6c2.jpeg,"grocerapp-gillette-menthol-shaving-foam-5e6bd68e2a6c2.jpeg,grocerapp-gillette-menthol-shaving-foam-5e6bd68e2a6c2.jpeg",assets/images/product_images/,1
"WBM Bath Ball (Loofah) Shower Brush | New Era",151952077,25621,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.4284,0.6083999999999999,grocerapp-wbm-care-ball-new-eraeach-605088e56d762.jpeg,"grocerapp-wbm-care-ball-new-eraeach-605088e56d762.jpeg,grocerapp-wbm-care-ball-new-eraeach-605088e56d762.jpeg",assets/images/product_images/,1
"Capri Handwash Beauty Strawberry",752167467,14850,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.36,0.54,grocerapp-capri-beauty-hand-wash-strawberry-6017abb964f9c.jpeg,"grocerapp-capri-beauty-hand-wash-strawberry-6017abb964f9c.jpeg,grocerapp-capri-beauty-hand-wash-strawberry-6017abb964f9c.jpeg",assets/images/product_images/,1
"Diva Face Wash - Pure Detox",388016553,6520,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.54,0.72,grocerapp-diva-face-wash-pure-6058777370da4.jpeg,"grocerapp-diva-face-wash-pure-6058777370da4.jpeg,grocerapp-diva-face-wash-pure-6058777370da4.jpeg",assets/images/product_images/,1
"Always Maxi Thick Sanitary Pad Long Jumbo Pack",345482510,25852,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,4.248,4.428,grocerapp-always-maxi-thick-long-60-602cca1f1486b.jpeg,"grocerapp-always-maxi-thick-long-60-602cca1f1486b.jpeg,grocerapp-always-maxi-thick-long-60-602cca1f1486b.jpeg",assets/images/product_images/,1
"PONDS W/ BEAUTY/BRIGHT SUN DULLNESS FACIAL SCRUB",610698342,12003,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.5364,0.7163999999999999,grocerapp-ponds-w-beautybright-sun-dullness-610a3fe584210.jpeg,"grocerapp-ponds-w-beautybright-sun-dullness-610a3fe584210.jpeg,grocerapp-ponds-w-beautybright-sun-dullness-610a3fe584210.jpeg",assets/images/product_images/,1
"CLOSE UP RED HOT DEEP ACTION TOOTH PASTE",179129936,5620,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.45,0.63,grocerapp-close-up-da-tooth-paste-5e6d096b6e200.png,"grocerapp-close-up-da-tooth-paste-5e6d096b6e200.png,grocerapp-close-up-da-tooth-paste-5e6d096b6e200.png",assets/images/product_images/,1
"Bold Deodorant Body Spray Neo",729177792,11541,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.8964,1.0764,grocerapp-bold-deodorant-body-spray-neo-609a161695199.jpeg,"grocerapp-bold-deodorant-body-spray-neo-609a161695199.jpeg,grocerapp-bold-deodorant-body-spray-neo-609a161695199.jpeg",assets/images/product_images/,1
"Lifebuoy Hand wash Mid Care",675478860,13391,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.8964,1.0764,grocerapp-lifebouy-handwash-mid-care-5fc49e0c04d3a.jpeg,"grocerapp-lifebouy-handwash-mid-care-5fc49e0c04d3a.jpeg,grocerapp-lifebouy-handwash-mid-care-5fc49e0c04d3a.jpeg",assets/images/product_images/,1
"Nivea Men Deep Face & Beard Wash",713734998,19911,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.16,2.34,grocerapp-nivea-men-deep-face--5f35006a53f08.jpeg,"grocerapp-nivea-men-deep-face--5f35006a53f08.jpeg,grocerapp-nivea-men-deep-face--5f35006a53f08.jpeg",assets/images/product_images/,1
"Protex Bar Soap Saver Pack 130gx3 - Balance",249737881,2009,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.7415999999999999,0.9216,grocerapp-protex-gentle-soap-3in1-62273d5f7612d.jpeg,"grocerapp-protex-gentle-soap-3in1-62273d5f7612d.jpeg,grocerapp-protex-gentle-soap-3in1-62273d5f7612d.jpeg",assets/images/product_images/,1
"Cussons Moisturising Camomile & Vitamin E",466919919,21356,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.008,1.188,grocerapp-cussons-moisturising-camomile-vitamin-5f507e0c712f8.jpeg,"grocerapp-cussons-moisturising-camomile-vitamin-5f507e0c712f8.jpeg,grocerapp-cussons-moisturising-camomile-vitamin-5f507e0c712f8.jpeg",assets/images/product_images/,1
"Gillette Mach 3 extra comfort",866065008,13397,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.7919999999999999,0.972,grocerapp-gillette-mach-3-extra-comfort-5f5c6b402585b.jpeg,"grocerapp-gillette-mach-3-extra-comfort-5f5c6b402585b.jpeg,grocerapp-gillette-mach-3-extra-comfort-5f5c6b402585b.jpeg",assets/images/product_images/,1
"Loreal Elvive Total Repair 5",996165998,15247,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.4724,1.6523999999999999,grocerapp-loreal-elvive-total-repair-5-614afbc4b90e2.jpeg,"grocerapp-loreal-elvive-total-repair-5-614afbc4b90e2.jpeg,grocerapp-loreal-elvive-total-repair-5-614afbc4b90e2.jpeg",assets/images/product_images/,1
"Sunsilk Anti Dandruff Shampoo",905374030,16063,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.458,1.638,grocerapp-sunsilk-anti-dandruff-shampoo-5e6c62f5ec362.jpeg,"grocerapp-sunsilk-anti-dandruff-shampoo-5e6c62f5ec362.jpeg,grocerapp-sunsilk-anti-dandruff-shampoo-5e6c62f5ec362.jpeg",assets/images/product_images/,1
"Garnier Chocolate Brown Color 4.15",488332439,18639,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.7964,1.9764,grocerapp-garnier-chocolate-brown-color-415-5e6bdb27de8ad.jpeg,"grocerapp-garnier-chocolate-brown-color-415-5e6bdb27de8ad.jpeg,grocerapp-garnier-chocolate-brown-color-415-5e6bdb27de8ad.jpeg",assets/images/product_images/,1
"Fogg Paradise Women Body Spray",710607467,15561,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.6164,1.7964,grocerapp-fogg-paradise-women-body-spray-5f2e3b3b15b45.jpeg,"grocerapp-fogg-paradise-women-body-spray-5f2e3b3b15b45.jpeg,grocerapp-fogg-paradise-women-body-spray-5f2e3b3b15b45.jpeg",assets/images/product_images/,1
"Dove Go Fresh Nutrium Body Wash",236449440,8478,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.008,1.188,grocerapp-dove-go-fresh-nutrium-body-6098ce3019785.jpeg,"grocerapp-dove-go-fresh-nutrium-body-6098ce3019785.jpeg,grocerapp-dove-go-fresh-nutrium-body-6098ce3019785.jpeg",assets/images/product_images/,1
"Garnier Men Oil Clear Deep Cleansing Face Wash",528093614,6633,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.1844,1.3644,grocerapp-garnier-men-oil-clear-deep-5f34f71548e17.jpeg,"grocerapp-garnier-men-oil-clear-deep-5f34f71548e17.jpeg,grocerapp-garnier-men-oil-clear-deep-5f34f71548e17.jpeg",assets/images/product_images/,1
"Moss & Adams Sherwood Forest Hand Wash",565021242,19908,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.332,1.512,grocerapp-moss-adams-sherwood-forest-5f40aec6bc6e2.jpeg,"grocerapp-moss-adams-sherwood-forest-5f40aec6bc6e2.jpeg,grocerapp-moss-adams-sherwood-forest-5f40aec6bc6e2.jpeg",assets/images/product_images/,1
"CLOSE UP DIAMOND ATTRACTION TOOTH PASTE",75947318,5347,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.24839999999999998,0.4284,grocerapp-closeup-diamond-attraction-5e6ce6fdd7a43.jpeg,"grocerapp-closeup-diamond-attraction-5e6ce6fdd7a43.jpeg,grocerapp-closeup-diamond-attraction-5e6ce6fdd7a43.jpeg",assets/images/product_images/,1
"Gillette Blue 3 - Disposable Razor",307351988,7804,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.31679999999999997,0.49679999999999996,grocerapp-gillette-blue-3-disposable-5e6be4c5a0e7f.jpeg,"grocerapp-gillette-blue-3-disposable-5e6be4c5a0e7f.jpeg,grocerapp-gillette-blue-3-disposable-5e6be4c5a0e7f.jpeg",assets/images/product_images/,1
"Imperial Leather Classic (UAE)",723107715,7347,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.306,0.486,grocerapp-imperial-leather-classic-6066d0a84adbc.jpeg,"grocerapp-imperial-leather-classic-6066d0a84adbc.jpeg,grocerapp-imperial-leather-classic-6066d0a84adbc.jpeg",assets/images/product_images/,1
"Secret Of Lady Fable Body Spray",53310321,19964,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.972,1.152,grocerapp-secret-of-lady-fable-body-5e6d25e9c67c1.jpeg,"grocerapp-secret-of-lady-fable-body-5e6d25e9c67c1.jpeg,grocerapp-secret-of-lady-fable-body-5e6d25e9c67c1.jpeg",assets/images/product_images/,1
"Gillette Fusion Cooling Shave Gel",537340496,13466,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.728,1.908,grocerapp-gillette-fusion-proglide-cooling-shave-5f4cd4f01f70b.jpeg,"grocerapp-gillette-fusion-proglide-cooling-shave-5f4cd4f01f70b.jpeg,grocerapp-gillette-fusion-proglide-cooling-shave-5f4cd4f01f70b.jpeg",assets/images/product_images/,1
"Kiwi Auto Shine Polish",502959142,10994,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.1159999999999999,1.296,grocerapp-kiwi-auto-shine-polish-5fb76c150f6d3.jpeg,"grocerapp-kiwi-auto-shine-polish-5fb76c150f6d3.jpeg,grocerapp-kiwi-auto-shine-polish-5fb76c150f6d3.jpeg",assets/images/product_images/,1
"Nike The Perfume for Women 200ml",567018972,14615,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.6019999999999999,1.782,grocerapp-nike-the-perfume-for-women-5f840bb9bfed3.jpeg,"grocerapp-nike-the-perfume-for-women-5f840bb9bfed3.jpeg,grocerapp-nike-the-perfume-for-women-5f840bb9bfed3.jpeg",assets/images/product_images/,1
"PONDS 100G CLEAR SOLUTION ANTIBAC FACIAL SCRUB",547803658,21941,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.062,1.242,grocerapp-ponds-100g-clear-solution-antibac-620b6ea46d38c.jpeg,"grocerapp-ponds-100g-clear-solution-antibac-620b6ea46d38c.jpeg,grocerapp-ponds-100g-clear-solution-antibac-620b6ea46d38c.jpeg",assets/images/product_images/,1
"Smart Coll Good Water for Woman Body Spray",129808234,12987,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.2564,1.4364,grocerapp-smart-coll-good-water-for-5f4cdc501bbe2.jpeg,"grocerapp-smart-coll-good-water-for-5f4cdc501bbe2.jpeg,grocerapp-smart-coll-good-water-for-5f4cdc501bbe2.jpeg",assets/images/product_images/,1
"Aussie Work That Curl Hair Serum with Australian Jojoba",915623905,11060,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.9764,2.1564,grocerapp-aussie-work-that-curl-hair-5fc49ad338b85.jpeg,"grocerapp-aussie-work-that-curl-hair-5fc49ad338b85.jpeg,grocerapp-aussie-work-that-curl-hair-5fc49ad338b85.jpeg",assets/images/product_images/,1
"Dove Pure Body Spray",774617659,3558,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.99,1.17,grocerapp-dove-pure-body-spray-6098d114da541.jpeg,"grocerapp-dove-pure-body-spray-6098d114da541.jpeg,grocerapp-dove-pure-body-spray-6098d114da541.jpeg",assets/images/product_images/,1
"Lifebuoy Strong & Shiny Shampoo (Imported)",656230986,6181,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,3.006,3.186,grocerapp-lifebuoy-strong-shiny-shampoo-60b0b548befbd.jpeg,"grocerapp-lifebuoy-strong-shiny-shampoo-60b0b548befbd.jpeg,grocerapp-lifebuoy-strong-shiny-shampoo-60b0b548befbd.jpeg",assets/images/product_images/,1
"Loreal Casting Creme Gloss Hair Color Light Brown 500",466602281,19864,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,5.2164,5.3964,grocerapp-loreal-casting-creme-gloss-hair-5f34da4c575ea.jpeg,"grocerapp-loreal-casting-creme-gloss-hair-5f34da4c575ea.jpeg,grocerapp-loreal-casting-creme-gloss-hair-5f34da4c575ea.jpeg",assets/images/product_images/,1
"Nivea Protect & Care Roll On",191428218,8341,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.332,1.512,grocerapp-nivea-protect-care-roll-5fe43e2541aee.jpeg,"grocerapp-nivea-protect-care-roll-5fe43e2541aee.jpeg,grocerapp-nivea-protect-care-roll-5fe43e2541aee.jpeg",assets/images/product_images/,1
"PONDS MAGIC BB FACE POWDER",340116834,10561,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.63,0.8099999999999999,grocerapp-ponds-magic-bb-face-powder-610a8af858d41.jpeg,"grocerapp-ponds-magic-bb-face-powder-610a8af858d41.jpeg,grocerapp-ponds-magic-bb-face-powder-610a8af858d41.jpeg",assets/images/product_images/,1
"Sunsilk Damage Restore Shampoo",890360360,12923,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.8764,3.0564,grocerapp-sunsilk-damage-restore-shampoo--5e6c6aefc66c6.png,"grocerapp-sunsilk-damage-restore-shampoo--5e6c6aefc66c6.png,grocerapp-sunsilk-damage-restore-shampoo--5e6c6aefc66c6.png",assets/images/product_images/,1
"Safe & Clean Hand Wash Anti Bacterial",83812015,23878,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.648,0.828,grocerapp-safe-clean-hand-wash-600e8a80b8a20.jpeg,"grocerapp-safe-clean-hand-wash-600e8a80b8a20.jpeg,grocerapp-safe-clean-hand-wash-600e8a80b8a20.jpeg",assets/images/product_images/,1
"VASELINE ROSY LIP THERAPY",573582887,23006,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.612,0.7919999999999999,grocerapp-vaseline-rosy-lip-therapy-61499c80b004e.jpeg,"grocerapp-vaseline-rosy-lip-therapy-61499c80b004e.jpeg,grocerapp-vaseline-rosy-lip-therapy-61499c80b004e.jpeg",assets/images/product_images/,1
"Always Cottony Soft Extra Long Maxi Thick",494968353,7179,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.1764,0.3564,grocerapp-always-cottony-soft-extra-long-618378376d674.jpeg,"grocerapp-always-cottony-soft-extra-long-618378376d674.jpeg,grocerapp-always-cottony-soft-extra-long-618378376d674.jpeg",assets/images/product_images/,1
"REVLON Color Silk 60",651508120,20337,3,1,9,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.422,1.6019999999999999,grocerapp-revlon-color-silk-60-5f4cd5a0ba2fb.jpeg,"grocerapp-revlon-color-silk-60-5f4cd5a0ba2fb.jpeg,grocerapp-revlon-color-silk-60-5f4cd5a0ba2fb.jpeg",assets/images/product_images/,1
